oldid,city,country,latitude,longitude,name,store_id
21223,CHANDLER,US,33.3052864074707,-111.90261840820312,Teavana - Chandler Fashion Center,1012393
21313,Scottsdale,US,33.62474060058594,-111.92574310302734,Teavana - Kierland Commons,1012494
21461,Gilbert,US,33.3108024597168,-111.74266052246094,Teavana - SanTan Village,1012758
21709,Mesa,US,33.42951202392578,-111.87765502929688,Sheraton @ River View Hotel,1011585
21761,Mesa,US,33.38193893432617,-111.8396987915039,"Country Club & Juanita, Mesa",1009022
21907,Phoenix,US,33.67076110839844,-112.11787414550781,27th Avenue & Loop 101 Phoenix,1009926
21974,Tempe,US,33.407135009765625,-111.96515655517578,"55th St & Broadway, Tempe",1009254
22014,Phoenix,US,33.61159896850586,-112.09912109375,19th Ave & Thunderbird,1009538
22351,Gilbert,US,33.334190368652344,-111.80782318115234,"Fry's - Gilbert, AZ #52",1012951
22465,Mesa,US,33.40681457519531,-111.630859375,Frys Mesa #115,1013533
22852,Phoenix,US,33.48862838745117,-111.96135711669922,56th Street & Indian School,1009251
23152,Gilbert,US,33.33603286743164,-111.80757904052734,Cooper & Warner,1014243
23156,Phoenix,US,33.608726501464844,-112.06697845458984,Safeway - Phoenix #1979,1007652
23249,Mesa,US,33.37847900390625,-111.8592758178711,"Alma School & Baseline Rd, Mesa",1014360
23267,Glendale,US,33.712764739990234,-112.14152526855469,Safeway - Glendale #2821,1007477
23312,Phoenix,US,33.667884826660156,-112.11878204345703,Target Phoenix T-1141,1014366
23448,Glendale,US,33.64204025268555,-112.22527313232422,Arrowhead Towne Center,1014393
23520,Phoenix,US,33.33148956298828,-111.97880554199219,BASHAS 11,1014664
23524,Scottsdale,US,33.5889778137207,-111.83403778076172,Albertsons - Scottsdale #0197,1014726
